subset_name,strategy,n_layers,layer_indices,layer_ids,ref_set,metric,k,auroc
single_l29,single,1,[15],[29],train_val,euclidean,63,0.7719254236190909
single_l29,single,1,[15],[29],train_val,euclidean,127,0.772155237987344
single_l29,single,1,[15],[29],train_val,cosine,1,0.7313931282267071
single_l29,single,1,[15],[29],train_val,cosine,3,0.756941526808979
single_l29,single,1,[15],[29],train_val,cosine,5,0.7634494812992603
single_l29,single,1,[15],[29],train_val,cosine,9,0.7676256291572934
single_l29,single,1,[15],[29],train_val,cosine,15,0.7696114195083268
single_l29,single,1,[15],[29],train_val,cosine,31,0.7713039537781805
single_l29,single,1,[15],[29],train_val,cosine,63,0.7719390182718606
single_l29,single,1,[15],[29],train_val,cosine,127,0.7721445564744533
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,1,0.7114570554629465
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,3,0.7341963779960834
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,5,0.7427202252828172
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,9,0.7502040816326531
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,15,0.7541086601174967
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,31,0.7571804042790788
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,63,0.7586680477107577
mean_head1_l14-14,mean,1,[0],[14],train,euclidean,127,0.759458803346874
mean_head1_l14-14,mean,1,[0],[14],train,cosine,1,0.710722458690058
mean_head1_l14-14,mean,1,[0],[14],train,cosine,3,0.7358580006149962
mean_head1_l14-14,mean,1,[0],[14],train,cosine,5,0.7439958568677273
mean_head1_l14-14,mean,1,[0],[14],train,cosine,9,0.7510320607227825
mean_head1_l14-14,mean,1,[0],[14],train,cosine,15,0.7545378627263752
mean_head1_l14-14,mean,1,[0],[14],train,cosine,31,0.7573234718153716
mean_head1_l14-14,mean,1,[0],[14],train,cosine,63,0.7587199987052712
mean_head1_l14-14,mean,1,[0],[14],train,cosine,127,0.7594675427665117
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,1,0.7270766641311561
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,3,0.7465157228632927
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,5,0.7519574681577628
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,9,0.7553545129391963
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,15,0.7570952758581625
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,31,0.7583531049215879
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,63,0.7591215264852966
mean_head1_l14-14,mean,1,[0],[14],val,euclidean,127,0.7595737105310008
mean_head1_l14-14,mean,1,[0],[14],val,cosine,1,0.7264812507080548
mean_head1_l14-14,mean,1,[0],[14],val,cosine,3,0.7475641295376201
mean_head1_l14-14,mean,1,[0],[14],val,cosine,5,0.7524020456715597
mean_head1_l14-14,mean,1,[0],[14],val,cosine,9,0.755437051902442
mean_head1_l14-14,mean,1,[0],[14],val,cosine,15,0.7570546537409572
mean_head1_l14-14,mean,1,[0],[14],val,cosine,31,0.7582802764246063
mean_head1_l14-14,mean,1,[0],[14],val,cosine,63,0.7591050186926476
mean_head1_l14-14,mean,1,[0],[14],val,cosine,127,0.759552994869637
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,1,0.7051141788991567
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,3,0.7303571833174188
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,5,0.7398381588955962
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,9,0.7482856171810516
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,15,0.7528051918626293
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,31,0.7563864118208743
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,63,0.7581957953681076
mean_head1_l14-14,mean,1,[0],[14],train_val,euclidean,127,0.7592228390166533
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,1,0.7042900839955331
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,3,0.7322461926880188
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,5,0.7413075142824774
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,9,0.7491878813381023
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,15,0.7532036446616712
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,31,0.7564760717927138
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,63,0.7582182912816197
mean_head1_l14-14,mean,1,[0],[14],train_val,cosine,127,0.7592144232792246
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,1,0.7364875625111267
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,3,0.7578549580022336
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,5,0.7637663661816829
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,9,0.7677457152567609
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,15,0.7699516095097831
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,31,0.7714402239880884
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,63,0.7720031073492046
mean_tail1_l29-29,mean,1,[15],[29],train,euclidean,127,0.7721804851996311
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,1,0.7357688261664698
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,3,0.7594358219100487
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,5,0.7647621744970787
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,9,0.7682045347877453
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,15,0.7701985790351034
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,31,0.7715159656249493
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,63,0.7720286782437004
mean_tail1_l29-29,mean,1,[15],[29],train,cosine,127,0.7721982877211154
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,1,0.7538105488031851
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,3,0.766814481542022
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,5,0.769590703846963
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,9,0.7712269174124844
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,15,0.7718564793086148
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,31,0.7722160902425997
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,63,0.7723054265322306
mean_tail1_l29-29,mean,1,[15],[29],val,euclidean,127,0.7722520189677775
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,1,0.7533391056660571
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,3,0.767340465131334
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,5,0.7698239168784088
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,9,0.7712036122934502
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,15,0.7718694265969671
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,31,0.7722073508229619
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,63,0.7722850345530758
mean_tail1_l29-29,mean,1,[15],[29],val,cosine,127,0.7722688504426354
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,1,0.7321770865364385
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,3,0.7550939487611064
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,5,0.7622910226739388
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,9,0.7670601563385069
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,15,0.7693935813817994
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,31,0.7712447199339689
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,63,0.7719254236190909
mean_tail1_l29-29,mean,1,[15],[29],train_val,euclidean,127,0.772155237987344
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,1,0.7313931282267071
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,3,0.756941526808979
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,5,0.7634494812992603
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,9,0.7676256291572934
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,15,0.7696114195083268
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,31,0.7713039537781805
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,63,0.7719390182718606
mean_tail1_l29-29,mean,1,[15],[29],train_val,cosine,127,0.7721445564744533
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,1,0.7206324750360096
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,3,0.7430286944278107
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,5,0.751039505413585
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,9,0.7580873618281571
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,15,0.7616698765152374
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,31,0.7643033549660943
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,63,0.7655019501853081
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,euclidean,127,0.7660923465341727
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,1,0.7199440029778763
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,3,0.7447311010050333
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,5,0.752350094677046
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,9,0.7588755280066031
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,15,0.7620468044473936
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,31,0.7644150253281329
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,63,0.7655375552282768
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train,cosine,127,0.7661172700642509
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,1,0.7367427859327712
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,3,0.7544986971791097
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,5,0.7590888345822072
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,9,0.7623431355095568
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,15,0.7637547136221657
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,31,0.7648380779750441
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,63,0.7655673339914871
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,euclidean,127,0.7661004385893929
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,1,0.7362187444367121
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,3,0.7555192671834792
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,5,0.7595283950217677
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,9,0.7624447717231223
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,15,0.763765233293952
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,31,0.7648280438265711
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,63,0.7655365841816505
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",val,cosine,127,0.7660732492838531
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,1,0.7139225428474324
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,3,0.7393623460486495
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,5,0.7484943922057323
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,9,0.7563252358834096
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,15,0.7605340756445322
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,31,0.7636177960478402
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,63,0.7650630371101652
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,euclidean,127,0.7658709479033485
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,1,0.7131842237291426
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,3,0.7413751638641183
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,5,0.7500258945767045
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,9,0.7572580880091926
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,15,0.7609901438767418
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,31,0.7637346453252197
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,63,0.7651086763016071
mean_head2_l14-15,mean,2,"[0, 1]","[14, 15]",train_val,cosine,127,0.765895224069009
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,1,0.7414821408341291
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,3,0.7630804835812199
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,5,0.7690064574600657
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,9,0.7730050656265678
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,15,0.7749728916150123
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,31,0.7763860881386655
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,63,0.7769072164948454
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,euclidean,127,0.777065820777161
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,1,0.7408244185858324
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,3,0.764745019340012
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,5,0.769961481817152
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,9,0.7734600009710466
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,15,0.7752080467397109
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,31,0.7764508245804269
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,63,0.7768955639353283
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train,cosine,127,0.7770813575231839
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,1,0.7599634239104047
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,3,0.7725203515188788
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,5,0.774961886419913
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,9,0.7763514541423231
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,15,0.7768198222984672
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,31,0.7771558044312095
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,63,0.7771470650115716
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,euclidean,127,0.7770823285698102
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,1,0.7595539659162635
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,3,0.7730401851462233
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,5,0.7751753548366214
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,9,0.7763333279386299
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,15,0.7768010487303565
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,31,0.7771457702827363
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,63,0.7771409150496043
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",val,cosine,127,0.7770824904109146
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,1,0.7376889090291151
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,3,0.7607370243894545
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,5,0.7678013885966757
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,9,0.772343297350661
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,15,0.7745048471410769
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,31,0.7761841104403696
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,63,0.7767945750861804
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,euclidean,127,0.7770217999967632
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,1,0.7370175921280486
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,3,0.7625808800919258
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,5,0.7689988509281587
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,9,0.7728734888086877
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,15,0.7747039116994934
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,31,0.77624917056434
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,63,0.7768110828788295
mean_tail2_l28-29,mean,2,"[14, 15]","[28, 29]",train_val,cosine,127,0.7770250368188512
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,1,0.7299648804803444
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,3,0.755790189192251
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,5,0.7645781611613718
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,9,0.7709961319976046
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,15,0.7741419993850038
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,31,0.77637670135461
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,63,0.7773108482092281
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,euclidean,127,0.7777186877923254
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,1,0.729312822670702
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,3,0.7578476751525353
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,5,0.7659745262101669
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,9,0.7717830034472155
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,15,0.7745398048196281
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,31,0.7764373917687614
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,63,0.7773160271245692
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train,cosine,127,0.7776914984867856
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,1,0.7481940151159592
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,3,0.7673967858356666
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,5,0.7721189855799577
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,9,0.7750712910064899
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,15,0.7762575863017689
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,31,0.7769632135169691
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,63,0.7773545453074171
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,euclidean,127,0.7774798103222256
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,1,0.7476819498616258
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,3,0.7683650811633138
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,5,0.7725451132078527
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,9,0.7752252018967777
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,15,0.7762333101361083
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,31,0.7769025231028177
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,63,0.7773169981711956
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",val,cosine,127,0.7774396737283336
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,1,0.7240926378481607
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,3,0.7511259285633365
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,5,0.761349431128518
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,9,0.7692119956626584
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,15,0.7730664034051369
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,31,0.7759326093641263
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,63,0.7770512550777646
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,euclidean,127,0.7775481072682842
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,1,0.7233586884396899
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,3,0.7534525562802441
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,5,0.7630003722345402
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,9,0.7700948388871804
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,15,0.7734365340109081
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,31,0.7760000971046627
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,63,0.7770878311673599
mean_even2_l14-29,mean,2,"[0, 15]","[14, 29]",train_val,cosine,127,0.7775306284290084
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,1,0.7199613199760475
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,3,0.7423716195439318
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,5,0.7506261632329378
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,9,0.7577775979543284
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,15,0.7614811697875026
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,31,0.76418780041755
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,63,0.7653899561410606
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,euclidean,127,0.7660590072666655
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,1,0.71922785609089
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,3,0.7440348605738887
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,5,0.7518733107834727
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,9,0.7585743417113079
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,15,0.7618971014258201
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,31,0.7643030312838854
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,63,0.7654313874637881
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train,cosine,127,0.7660683940507209
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,1,0.7363932091472591
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,3,0.754257553933548
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,5,0.7587891048568515
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,9,0.7620997264885335
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,15,0.7635851041447508
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,31,0.7647277023418408
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,63,0.7654660214601304
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,euclidean,127,0.7660535046691159
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,1,0.7358762886597938
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,3,0.7552226124391073
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,5,0.7592268850442636
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,9,0.7621963456278625
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,15,0.7636236223275987
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,31,0.7646883749534706
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,63,0.7654521031251518
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",val,cosine,127,0.7660046286555859
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,1,0.7132284063506449
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,3,0.7387169237242874
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,5,0.7480156662189062
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,9,0.7560316561200214
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,15,0.760366084578161
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,31,0.7634750521937561
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,63,0.7650216057874379
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,euclidean,127,0.765826279758533
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,1,0.712464678178964
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,3,0.7406695366489182
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,5,0.7495646474291542
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,9,0.7569434689022319
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,15,0.7607645373772031
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,31,0.763588826490152
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,63,0.7650554305782582
concat_head2_l14-15,concat,2,"[0, 1]","[14, 15]",train_val,cosine,127,0.7658151127223292
concat_tail2_l28-29,concat,2,"[14, 15]","[28, 29]",train,euclidean,1,0.7420055349657706
concat_tail2_l28-29,concat,2,"[14, 15]","[28, 29]",train,euclidean,3,0.7633873343151694
concat_tail2_l28-29,concat,2,"[14, 15]","[28, 29]",train,euclidean,5,0.7692113482982408
concat_tail2_l28-29,concat,2,"[14, 15]","[28, 29]",train,euclidean,9,0.7731440871352506
concat_tail2_l28-29,concat,2,"[14, 15]","[28, 29]",train,euclidean,15,0.775107867096085
